ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452102,35718,2452189,141,9167,1219556,4698,9887,29071,1421648,5454,5396,19,3,1,5,269,24,89,72.85,135.50,89.43,4100.23,7959.27,6483.65,12059.50,557.14,0.00,2532.05,7959.27,8516.41,10491.32,11048.46,1475.62
2452102,35718,2452140,1327,9167,1219556,4698,9887,29071,1421648,5454,5396,59,27,11,5,139,24,61,63.48,128.22,57.69,4302.33,3519.09,3872.28,7821.42,70.38,0.00,3050.00,3519.09,3589.47,6569.09,6639.47,-353.19
2452102,35718,2452179,247,9167,1219556,4698,9887,29071,1421648,5454,5396,19,25,6,4,172,24,52,57.06,81.02,34.02,2444.00,1769.04,2967.12,4213.04,7.43,1662.89,1853.28,106.15,113.58,1959.43,1966.86,-2860.97
2452102,35718,2452105,4679,9167,1219556,4698,9887,29071,1421648,5454,5396,5,29,7,4,111,24,92,62.22,138.75,79.08,5489.64,7275.36,5724.24,12765.00,436.52,0.00,1403.92,7275.36,7711.88,8679.28,9115.80,1551.12
2452102,35718,2452222,13961,9167,1219556,4698,9887,29071,1421648,5454,5396,41,5,5,4,286,24,11,28.90,45.95,11.94,374.11,131.34,317.90,505.45,3.94,0.00,4.95,131.34,135.28,136.29,140.23,-186.56
2452102,35718,2452214,4113,9167,1219556,4698,9887,29071,1421648,5454,5396,5,29,20,5,277,24,72,14.58,32.22,24.48,557.28,1762.56,1049.76,2319.84,105.75,0.00,69.12,1762.56,1868.31,1831.68,1937.43,712.80
2452102,35718,2452157,5759,9167,1219556,4698,9887,29071,1421648,5454,5396,15,1,4,5,123,24,70,26.61,54.55,0.00,3818.50,0.00,1862.70,3818.50,0.00,0.00,801.50,0.00,0.00,801.50,801.50,-1862.70
2452102,35718,2452188,14839,9167,1219556,4698,9887,29071,1421648,5454,5396,9,1,14,2,40,24,94,17.65,48.18,22.64,2400.76,2128.16,1659.10,4528.92,37.24,1596.12,1720.20,532.04,569.28,2252.24,2289.48,-1127.06
2452102,35718,2452207,5397,9167,1219556,4698,9887,29071,1421648,5454,5396,11,29,1,5,79,24,87,43.68,63.33,23.43,3471.30,2038.41,3800.16,5509.71,11.00,937.66,1873.11,1100.75,1111.75,2973.86,2984.86,-2699.41
2452102,35718,2452116,17291,9167,1219556,4698,9887,29071,1421648,5454,5396,45,9,17,4,244,24,5,90.67,216.70,82.34,671.80,411.70,453.35,1083.50,12.14,168.79,21.65,242.91,255.05,264.56,276.70,-210.44
2452102,35718,2452214,12895,9167,1219556,4698,9887,29071,1421648,5454,5396,27,25,5,4,116,24,51,97.78,158.40,128.30,1535.10,6543.30,4986.78,8078.40,588.89,0.00,2261.85,6543.30,7132.19,8805.15,9394.04,1556.52
2452102,35718,2452138,4231,9167,1219556,4698,9887,29071,1421648,5454,5396,13,21,5,1,120,24,31,41.49,90.86,33.61,1774.75,1041.91,1286.19,2816.66,52.09,0.00,27.90,1041.91,1094.00,1069.81,1121.90,-244.28
2452102,35718,2452111,13283,9167,1219556,4698,9887,29071,1421648,5454,5396,49,25,4,2,30,24,37,21.11,39.89,31.51,310.06,1165.87,781.07,1475.93,69.95,0.00,545.75,1165.87,1235.82,1711.62,1781.57,384.80
2452102,35718,2452114,2645,9167,1219556,4698,9887,29071,1421648,5454,5396,39,5,3,1,289,24,77,48.80,136.15,34.03,7863.24,2620.31,3757.60,10483.55,235.82,0.00,4193.42,2620.31,2856.13,6813.73,7049.55,-1137.29
2452377,62495,2452440,10213,47151,1504206,2061,34363,10761,431235,5575,39430,6,6,3,3,63,25,32,19.66,22.21,2.22,639.68,71.04,629.12,710.72,5.68,0.00,42.56,71.04,76.72,113.60,119.28,-558.08
2452377,62495,2452409,7221,47151,1504206,2061,34363,10761,431235,5575,39430,21,13,20,3,99,25,2,58.24,112.98,76.82,72.32,153.64,116.48,225.96,10.75,0.00,2.24,153.64,164.39,155.88,166.63,37.16
2452377,62495,2452469,5673,47151,1504206,2061,34363,10761,431235,5575,39430,12,27,2,5,285,25,43,61.06,164.86,112.10,2268.68,4820.30,2625.58,7088.98,0.00,0.00,425.27,4820.30,4820.30,5245.57,5245.57,2194.72
2452377,62495,2452471,7197,47151,1504206,2061,34363,10761,431235,5575,39430,30,27,3,2,138,25,12,67.06,80.47,64.37,193.20,772.44,804.72,965.64,26.57,108.14,463.44,664.30,690.87,1127.74,1154.31,-140.42
2452377,62495,2452475,3379,47151,1504206,2061,34363,10761,431235,5575,39430,7,13,17,2,127,25,26,30.08,45.12,24.81,528.06,645.06,782.08,1173.12,29.35,225.77,410.54,419.29,448.64,829.83,859.18,-362.79
2452377,62495,2452378,5790,47151,1504206,2061,34363,10761,431235,5575,39430,33,3,20,5,190,25,73,50.03,124.57,28.65,7002.16,2091.45,3652.19,9093.61,104.57,0.00,818.33,2091.45,2196.02,2909.78,3014.35,-1560.74
2452377,62495,2452460,5571,47151,1504206,2061,34363,10761,431235,5575,39430,21,3,6,5,231,25,22,88.96,152.12,3.04,3279.76,66.88,1957.12,3346.64,6.01,0.00,1639.66,66.88,72.89,1706.54,1712.55,-1890.24
2452377,62495,2452441,13332,47151,1504206,2061,34363,10761,431235,5575,39430,7,1,8,5,232,25,50,57.17,160.07,67.22,4642.50,3361.00,2858.50,8003.50,33.61,0.00,1440.50,3361.00,3394.61,4801.50,4835.11,502.50
2452377,62495,2452452,4761,47151,1504206,2061,34363,10761,431235,5575,39430,13,30,16,4,295,25,93,88.00,150.48,109.85,3778.59,10216.05,8184.00,13994.64,0.00,0.00,2658.87,10216.05,10216.05,12874.92,12874.92,2032.05
2452377,62495,2452437,4549,47151,1504206,2061,34363,10761,431235,5575,39430,36,3,16,2,81,25,29,68.48,169.14,3.38,4807.04,98.02,1985.92,4905.06,1.00,81.35,931.77,16.67,17.67,948.44,949.44,-1969.25
2452377,62495,2452441,4833,47151,1504206,2061,34363,10761,431235,5575,39430,49,25,1,1,134,25,78,82.00,89.38,54.52,2719.08,4252.56,6396.00,6971.64,212.62,0.00,2369.64,4252.56,4465.18,6622.20,6834.82,-2143.44
2452377,62495,2452425,7099,47151,1504206,2061,34363,10761,431235,5575,39430,24,21,13,5,204,25,47,60.04,144.69,34.72,5168.59,1631.84,2821.88,6800.43,130.54,0.00,1359.71,1631.84,1762.38,2991.55,3122.09,-1190.04
2452377,62495,2452483,5472,47151,1504206,2061,34363,10761,431235,5575,39430,51,30,14,3,252,25,1,78.44,228.26,15.97,212.29,15.97,78.44,228.26,1.18,1.11,95.86,14.86,16.04,110.72,111.90,-63.58
2451287,82606,2451312,3586,95407,970818,2582,4346,54186,951760,2438,21402,2,2,12,2,32,26,81,22.29,40.79,33.03,628.56,2675.43,1805.49,3303.99,80.26,0.00,1090.26,2675.43,2755.69,3765.69,3845.95,869.94
2451287,82606,2451303,1528,95407,970818,2582,4346,54186,951760,2438,21402,56,7,9,4,169,26,92,38.04,101.94,61.16,3751.76,5626.72,3499.68,9378.48,56.26,0.00,3938.52,5626.72,5682.98,9565.24,9621.50,2127.04
2451287,82606,2451343,2494,95407,970818,2582,4346,54186,951760,2438,21402,25,8,7,4,228,26,55,50.21,55.73,16.16,2176.35,888.80,2761.55,3065.15,35.55,0.00,1501.50,888.80,924.35,2390.30,2425.85,-1872.75
2451287,82606,2451355,1042,95407,970818,2582,4346,54186,951760,2438,21402,49,4,14,5,96,26,85,71.87,176.80,14.14,13826.10,1201.90,6108.95,15028.00,48.07,0.00,6160.80,1201.90,1249.97,7362.70,7410.77,-4907.05
2451287,82606,2451295,5878,95407,970818,2582,4346,54186,951760,2438,21402,19,16,5,4,140,26,31,64.70,84.75,55.93,893.42,1733.83,2005.70,2627.25,104.02,0.00,604.19,1733.83,1837.85,2338.02,2442.04,-271.87
2451287,82606,2451304,8710,95407,970818,2582,4346,54186,951760,2438,21402,16,1,10,2,171,26,34,56.10,141.37,52.30,3028.38,1778.20,1907.40,4806.58,34.14,640.15,1393.66,1138.05,1172.19,2531.71,2565.85,-769.35
2451287,82606,2451360,13885,95407,970818,2582,4346,54186,951760,2438,21402,2,28,8,4,257,26,79,13.35,18.28,10.23,635.95,808.17,1054.65,1444.12,0.00,783.92,173.01,24.25,24.25,197.26,197.26,-1030.40
2451287,82606,2451395,3788,95407,970818,2582,4346,54186,951760,2438,21402,2,14,14,5,176,26,15,56.43,62.07,41.58,307.35,623.70,846.45,931.05,18.21,168.39,102.30,455.31,473.52,557.61,575.82,-391.14
2451287,82606,2451392,17788,95407,970818,2582,4346,54186,951760,2438,21402,49,8,5,5,275,26,6,33.83,99.12,25.77,440.10,154.62,202.98,594.72,12.36,0.00,285.42,154.62,166.98,440.04,452.40,-48.36
2451287,82606,2451399,2090,95407,970818,2582,4346,54186,951760,2438,21402,46,26,1,1,208,26,69,88.19,179.90,8.99,11792.79,620.31,6085.11,12413.10,6.20,0.00,2854.53,620.31,626.51,3474.84,3481.04,-5464.80
2451287,82606,2451405,10462,95407,970818,2582,4346,54186,951760,2438,21402,58,2,11,3,82,26,12,16.74,43.69,13.54,361.80,162.48,200.88,524.28,9.74,0.00,230.64,162.48,172.22,393.12,402.86,-38.40
2451287,82606,2451362,4612,95407,970818,2582,4346,54186,951760,2438,21402,52,28,20,3,263,26,3,89.46,104.66,36.63,204.09,109.89,268.38,313.98,9.89,0.00,119.31,109.89,119.78,229.20,239.09,-158.49
2451287,82606,2451407,15325,95407,970818,2582,4346,54186,951760,2438,21402,1,28,12,4,283,26,56,42.81,65.92,36.25,1661.52,2030.00,2397.36,3691.52,20.30,0.00,1291.92,2030.00,2050.30,3321.92,3342.22,-367.36
2451287,82606,2451342,16459,95407,970818,2582,4346,54186,951760,2438,21402,32,16,8,5,149,26,54,67.29,91.51,90.59,49.68,4891.86,3633.66,4941.54,195.67,0.00,1531.44,4891.86,5087.53,6423.30,6618.97,1258.20
2451287,82606,2451317,14662,95407,970818,2582,4346,54186,951760,2438,21402,55,20,17,3,246,26,36,47.37,132.16,9.25,4424.76,333.00,1705.32,4757.76,26.64,0.00,1950.48,333.00,359.64,2283.48,2310.12,-1372.32
2451287,82606,2451306,5942,95407,970818,2582,4346,54186,951760,2438,21402,13,28,10,3,173,26,44,62.57,162.05,9.72,6702.52,427.68,2753.08,7130.20,17.10,0.00,213.84,427.68,444.78,641.52,658.62,-2325.40
2450884,35444,2450962,8684,31979,1234440,4901,13715,46998,1484245,5851,33912,52,28,13,4,182,27,33,94.47,225.78,56.44,5588.22,1862.52,3117.51,7450.74,55.13,484.25,1191.96,1378.27,1433.40,2570.23,2625.36,-1739.24
2450884,35444,2450948,10546,31979,1234440,4901,13715,46998,1484245,5851,33912,50,4,17,4,278,27,2,42.83,116.92,12.86,208.12,25.72,85.66,233.84,2.31,0.00,56.12,25.72,28.03,81.84,84.15,-59.94
2450884,35444,2450918,14170,31979,1234440,4901,13715,46998,1484245,5851,33912,20,8,9,3,197,27,77,28.35,44.22,2.21,3234.77,170.17,2182.95,3404.94,0.00,0.00,135.52,170.17,170.17,305.69,305.69,-2012.78
2450884,35444,2450928,12086,31979,1234440,4901,13715,46998,1484245,5851,33912,56,4,14,5,59,27,11,27.78,36.94,4.80,353.54,52.80,305.58,406.34,4.75,0.00,186.89,52.80,57.55,239.69,244.44,-252.78
2450884,35444,2450947,11474,31979,1234440,4901,13715,46998,1484245,5851,33912,22,4,14,3,29,27,15,47.22,76.49,64.25,183.60,963.75,708.30,1147.35,0.00,0.00,195.00,963.75,963.75,1158.75,1158.75,255.45
2450884,35444,2450888,6254,31979,1234440,4901,13715,46998,1484245,5851,33912,31,20,9,4,259,27,36,8.88,15.00,11.70,118.80,421.20,319.68,540.00,25.27,0.00,178.20,421.20,446.47,599.40,624.67,101.52
2450884,35444,2450937,8206,31979,1234440,4901,13715,46998,1484245,5851,33912,14,13,6,3,207,27,86,71.43,127.14,16.52,9513.32,1420.72,6142.98,10934.04,28.41,0.00,983.84,1420.72,1449.13,2404.56,2432.97,-4722.26
2450884,35444,2450889,2260,31979,1234440,4901,13715,46998,1484245,5851,33912,13,1,5,2,246,27,61,21.60,28.29,25.17,190.32,1535.37,1317.60,1725.69,15.35,0.00,275.72,1535.37,1550.72,1811.09,1826.44,217.77
2450884,35444,2450940,12544,31979,1234440,4901,13715,46998,1484245,5851,33912,8,26,3,5,4,27,25,49.73,70.61,34.59,900.50,864.75,1243.25,1765.25,34.59,0.00,229.25,864.75,899.34,1094.00,1128.59,-378.50
2450884,35444,2450984,13010,31979,1234440,4901,13715,46998,1484245,5851,33912,2,22,9,4,266,27,49,32.26,71.93,69.05,141.12,3383.45,1580.74,3524.57,23.68,1015.03,140.63,2368.42,2392.10,2509.05,2532.73,787.68
2450884,35444,2450914,2648,31979,1234440,4901,13715,46998,1484245,5851,33912,22,13,2,5,225,27,51,30.34,39.13,13.69,1297.44,698.19,1547.34,1995.63,55.85,0.00,0.00,698.19,754.04,698.19,754.04,-849.15
2450884,35444,2450887,17770,31979,1234440,4901,13715,46998,1484245,5851,33912,56,28,1,2,3,27,67,35.92,65.01,5.85,3963.72,391.95,2406.64,4355.67,7.83,0.00,1175.85,391.95,399.78,1567.80,1575.63,-2014.69
2450884,35444,2450927,9118,31979,1234440,4901,13715,46998,1484245,5851,33912,8,13,12,4,216,27,66,68.00,85.68,40.26,2997.72,2657.16,4488.00,5654.88,239.14,0.00,678.48,2657.16,2896.30,3335.64,3574.78,-1830.84
2450884,35444,2450929,7588,31979,1234440,4901,13715,46998,1484245,5851,33912,25,1,16,4,2,27,11,4.36,10.07,2.21,86.46,24.31,47.96,110.77,1.21,0.00,6.60,24.31,25.52,30.91,32.12,-23.65
2450884,35444,2450973,17959,31979,1234440,4901,13715,46998,1484245,5851,33912,8,22,16,5,294,27,14,21.94,56.60,35.09,301.14,491.26,307.16,792.40,44.21,0.00,118.86,491.26,535.47,610.12,654.33,184.10
2450884,35444,2450952,11053,31979,1234440,4901,13715,46998,1484245,5851,33912,4,26,15,3,234,27,14,24.32,51.55,38.66,180.46,541.24,340.48,721.70,48.71,0.00,180.32,541.24,589.95,721.56,770.27,200.76
2451039,62333,2451050,11522,24997,871580,6163,36746,10052,1758318,4848,35431,7,19,16,2,298,28,30,66.66,189.98,182.38,228.00,5471.40,1999.80,5699.40,273.57,0.00,56.70,5471.40,5744.97,5528.10,5801.67,3471.60
2451039,62333,2451062,11197,24997,871580,6163,36746,10052,1758318,4848,35431,16,10,6,3,260,28,33,44.85,64.13,28.21,1185.36,930.93,1480.05,2116.29,83.78,0.00,169.29,930.93,1014.71,1100.22,1184.00,-549.12
2451039,62333,2451109,17164,24997,871580,6163,36746,10052,1758318,4848,35431,1,26,10,1,69,28,56,85.54,148.83,104.18,2500.40,5834.08,4790.24,8334.48,233.36,0.00,1833.44,5834.08,6067.44,7667.52,7900.88,1043.84
2451039,62333,2451113,4058,24997,871580,6163,36746,10052,1758318,4848,35431,43,14,14,2,183,28,63,15.93,30.90,27.19,233.73,1712.97,1003.59,1946.70,137.03,0.00,856.17,1712.97,1850.00,2569.14,2706.17,709.38
2451039,62333,2451155,11881,24997,871580,6163,36746,10052,1758318,4848,35431,25,2,11,5,209,28,28,84.48,119.11,39.30,2234.68,1100.40,2365.44,3335.08,55.02,0.00,800.24,1100.40,1155.42,1900.64,1955.66,-1265.04
2451039,62333,2451043,3721,24997,871580,6163,36746,10052,1758318,4848,35431,58,7,18,2,256,28,89,97.81,97.81,86.07,1044.86,7660.23,8705.09,8705.09,536.21,0.00,1914.39,7660.23,8196.44,9574.62,10110.83,-1044.86
2451039,62333,2451155,7190,24997,871580,6163,36746,10052,1758318,4848,35431,46,19,19,5,14,28,1,99.95,175.91,66.84,109.07,66.84,99.95,175.91,0.19,47.45,33.42,19.39,19.58,52.81,53.00,-80.56
2451039,62333,2451122,286,24997,871580,6163,36746,10052,1758318,4848,35431,26,20,15,2,219,28,39,62.06,73.23,8.78,2513.55,342.42,2420.34,2855.97,0.00,219.14,771.03,123.28,123.28,894.31,894.31,-2297.06
2451039,62333,2451074,1519,24997,871580,6163,36746,10052,1758318,4848,35431,14,28,12,2,269,28,34,71.14,165.75,109.39,1916.24,3719.26,2418.76,5635.50,0.00,0.00,56.10,3719.26,3719.26,3775.36,3775.36,1300.50
2451039,62333,2451118,9403,24997,871580,6163,36746,10052,1758318,4848,35431,38,22,4,3,235,28,74,74.71,132.98,117.02,1181.04,8659.48,5528.54,9840.52,173.18,0.00,196.10,8659.48,8832.66,8855.58,9028.76,3130.94
2451039,62333,2451087,5353,24997,871580,6163,36746,10052,1758318,4848,35431,56,20,16,1,33,28,75,45.15,130.93,60.22,5303.25,4516.50,3386.25,9819.75,0.00,0.00,687.00,4516.50,4516.50,5203.50,5203.50,1130.25
2451039,62333,2451048,13004,24997,871580,6163,36746,10052,1758318,4848,35431,19,26,18,2,93,28,25,45.99,57.48,27.01,761.75,675.25,1149.75,1437.00,54.02,0.00,43.00,675.25,729.27,718.25,772.27,-474.50
2452220,41441,2452320,11879,57028,556763,1298,3033,18962,1496846,5391,47079,17,13,12,2,45,29,91,39.18,64.25,34.69,2689.96,3156.79,3565.38,5846.75,220.97,0.00,1695.33,3156.79,3377.76,4852.12,5073.09,-408.59
2452220,41441,2452314,17021,57028,556763,1298,3033,18962,1496846,5391,47079,15,7,20,3,239,29,37,60.58,164.77,74.14,3353.31,2743.18,2241.46,6096.49,1.64,2578.58,1340.88,164.60,166.24,1505.48,1507.12,-2076.86
2452220,41441,2452229,4193,57028,556763,1298,3033,18962,1496846,5391,47079,31,21,19,2,95,29,82,23.49,50.97,45.36,460.02,3719.52,1926.18,4179.54,185.97,0.00,208.28,3719.52,3905.49,3927.80,4113.77,1793.34
2452220,41441,2452281,13269,57028,556763,1298,3033,18962,1496846,5391,47079,25,9,17,2,244,29,55,34.69,39.19,36.44,151.25,2004.20,1907.95,2155.45,27.05,1463.06,172.15,541.14,568.19,713.29,740.34,-1366.81
2452220,41441,2452285,12889,57028,556763,1298,3033,18962,1496846,5391,47079,53,3,17,5,220,29,49,22.48,56.64,24.35,1582.21,1193.15,1101.52,2775.36,107.38,0.00,999.11,1193.15,1300.53,2192.26,2299.64,91.63
2452220,41441,2452279,12911,57028,556763,1298,3033,18962,1496846,5391,47079,5,15,20,5,120,29,89,97.71,276.51,218.44,5168.23,19441.16,8696.19,24609.39,0.00,0.00,2460.85,19441.16,19441.16,21902.01,21902.01,10744.97
2452220,41441,2452256,5731,57028,556763,1298,3033,18962,1496846,5391,47079,3,29,11,4,107,29,56,96.93,107.59,71.00,2049.04,3976.00,5428.08,6025.04,155.06,874.72,1204.56,3101.28,3256.34,4305.84,4460.90,-2326.80
2452220,41441,2452337,3275,57028,556763,1298,3033,18962,1496846,5391,47079,3,5,7,3,262,29,27,73.21,201.32,16.10,5000.94,434.70,1976.67,5435.64,13.04,0.00,652.05,434.70,447.74,1086.75,1099.79,-1541.97
2452220,41441,2452276,12777,57028,556763,1298,3033,18962,1496846,5391,47079,33,29,16,2,115,29,87,97.21,228.44,43.40,16098.48,3775.80,8457.27,19874.28,226.54,0.00,7353.24,3775.80,4002.34,11129.04,11355.58,-4681.47
2452220,41441,2452282,2765,57028,556763,1298,3033,18962,1496846,5391,47079,9,11,7,3,279,29,9,95.82,248.17,213.42,312.75,1920.78,862.38,2233.53,172.87,0.00,960.39,1920.78,2093.65,2881.17,3054.04,1058.40
2451150,41465,2451252,13568,73211,866401,5991,7181,36734,1886542,798,2788,1,19,6,2,21,30,98,40.69,90.33,56.90,3276.14,5576.20,3987.62,8852.34,111.52,0.00,1061.34,5576.20,5687.72,6637.54,6749.06,1588.58
2451150,41465,2451178,9163,73211,866401,5991,7181,36734,1886542,798,2788,28,7,3,2,241,30,83,76.03,146.73,111.51,2923.26,9255.33,6310.49,12178.59,283.21,6108.51,1460.80,3146.82,3430.03,4607.62,4890.83,-3163.67
2451150,41465,2451255,16190,73211,866401,5991,7181,36734,1886542,798,2788,22,26,3,5,267,30,35,8.53,12.53,10.90,57.05,381.50,298.55,438.55,34.33,0.00,12.95,381.50,415.83,394.45,428.78,82.95
2451150,41465,2451192,5546,73211,866401,5991,7181,36734,1886542,798,2788,43,26,13,5,147,30,34,91.37,161.72,9.70,5168.68,329.80,3106.58,5498.48,9.89,0.00,824.50,329.80,339.69,1154.30,1164.19,-2776.78
2451150,41465,2451184,4009,73211,866401,5991,7181,36734,1886542,798,2788,28,4,14,5,253,30,85,17.11,35.41,8.85,2257.60,752.25,1454.35,3009.85,6.92,406.21,270.30,346.04,352.96,616.34,623.26,-1108.31
2451150,41465,2451198,9025,73211,866401,5991,7181,36734,1886542,798,2788,4,19,14,1,105,30,50,97.54,258.48,18.09,12019.50,904.50,4877.00,12924.00,54.27,0.00,1550.50,904.50,958.77,2455.00,2509.27,-3972.50
2451150,41465,2451257,9368,73211,866401,5991,7181,36734,1886542,798,2788,8,25,11,1,134,30,71,39.71,41.29,12.79,2023.50,908.09,2819.41,2931.59,81.72,0.00,1406.51,908.09,989.81,2314.60,2396.32,-1911.32
2451150,41465,2451235,7987,73211,866401,5991,7181,36734,1886542,798,2788,43,10,20,4,228,30,37,81.68,93.11,42.83,1860.36,1584.71,3022.16,3445.07,79.23,0.00,413.29,1584.71,1663.94,1998.00,2077.23,-1437.45
2451150,41465,2451187,4868,73211,866401,5991,7181,36734,1886542,798,2788,49,22,16,3,160,30,73,63.15,153.45,104.34,3585.03,7616.82,4609.95,11201.85,457.00,0.00,3584.30,7616.82,8073.82,11201.12,11658.12,3006.87
2451150,41465,2451240,3460,73211,866401,5991,7181,36734,1886542,798,2788,8,22,12,4,289,30,14,14.06,16.59,3.64,181.30,50.96,196.84,232.26,0.15,45.86,88.20,5.10,5.25,93.30,93.45,-191.74
2451037,54024,2451081,13742,29544,1314548,5952,34556,18322,1519490,6768,24572,40,4,15,2,39,31,10,1.41,3.10,1.67,14.30,16.70,14.10,31.00,0.00,0.00,10.20,16.70,16.70,26.90,26.90,2.60
2451037,54024,2451154,9745,29544,1314548,5952,34556,18322,1519490,6768,24572,44,22,4,3,152,31,66,97.80,226.89,176.97,3294.72,11680.02,6454.80,14974.74,467.20,0.00,6588.78,11680.02,12147.22,18268.80,18736.00,5225.22
2451037,54024,2451130,15829,29544,1314548,5952,34556,18322,1519490,6768,24572,56,22,15,3,254,31,27,37.83,101.00,9.09,2481.57,245.43,1021.41,2727.00,2.74,211.06,1090.80,34.37,37.11,1125.17,1127.91,-987.04
2451037,54024,2451095,16804,29544,1314548,5952,34556,18322,1519490,6768,24572,40,28,19,3,207,31,94,42.95,113.81,73.97,3744.96,6953.18,4037.30,10698.14,66.75,3615.65,3209.16,3337.53,3404.28,6546.69,6613.44,-699.77
2451037,54024,2451139,9320,29544,1314548,5952,34556,18322,1519490,6768,24572,34,26,20,4,265,31,34,85.40,245.09,117.64,4333.30,3999.76,2903.60,8333.06,279.98,0.00,3749.86,3999.76,4279.74,7749.62,8029.60,1096.16
2451037,54024,2451065,8722,29544,1314548,5952,34556,18322,1519490,6768,24572,16,10,16,3,103,31,33,59.36,163.24,163.24,0.00,5386.92,1958.88,5386.92,323.21,0.00,269.28,5386.92,5710.13,5656.20,5979.41,3428.04
2451037,54024,2451092,16910,29544,1314548,5952,34556,18322,1519490,6768,24572,37,10,16,1,126,31,69,13.02,28.12,12.65,1067.43,872.85,898.38,1940.28,24.78,253.12,115.92,619.73,644.51,735.65,760.43,-278.65
2451037,54024,2451150,12733,29544,1314548,5952,34556,18322,1519490,6768,24572,58,22,11,3,115,31,68,16.39,39.33,6.68,2220.20,454.24,1114.52,2674.44,18.16,0.00,801.72,454.24,472.40,1255.96,1274.12,-660.28
2451037,54024,2451117,7844,29544,1314548,5952,34556,18322,1519490,6768,24572,22,26,9,1,216,31,21,88.24,231.18,152.57,1650.81,3203.97,1853.04,4854.78,0.00,0.00,339.78,3203.97,3203.97,3543.75,3543.75,1350.93
2451037,54024,2451104,13897,29544,1314548,5952,34556,18322,1519490,6768,24572,28,13,6,3,27,31,37,72.48,118.14,115.77,87.69,4283.49,2681.76,4371.18,133.64,2056.07,261.96,2227.42,2361.06,2489.38,2623.02,-454.34
2451037,54024,2451132,13141,29544,1314548,5952,34556,18322,1519490,6768,24572,2,19,18,1,64,31,48,32.40,97.20,89.42,373.44,4292.16,1555.20,4665.60,128.76,0.00,792.96,4292.16,4420.92,5085.12,5213.88,2736.96
2451037,54024,2451125,3916,29544,1314548,5952,34556,18322,1519490,6768,24572,20,1,1,1,241,31,20,7.63,10.22,4.29,118.60,85.80,152.60,204.40,6.00,0.00,94.00,85.80,91.80,179.80,185.80,-66.80
2451037,54024,2451110,15034,29544,1314548,5952,34556,18322,1519490,6768,24572,8,13,2,4,66,31,24,92.87,157.87,0.00,3788.88,0.00,2228.88,3788.88,0.00,0.00,1742.88,0.00,0.00,1742.88,1742.88,-2228.88
2451379,64549,2451383,8041,67273,1005447,3621,28548,7907,1111442,1023,4797,19,26,15,1,130,32,89,28.90,60.69,57.65,270.56,5130.85,2572.10,5401.41,102.61,0.00,1566.40,5130.85,5233.46,6697.25,6799.86,2558.75
2451379,64549,2451470,2894,67273,1005447,3621,28548,7907,1111442,1023,4797,4,4,3,1,116,32,68,38.55,67.07,30.18,2508.52,2052.24,2621.40,4560.76,61.56,0.00,2188.92,2052.24,2113.80,4241.16,4302.72,-569.16
2451379,64549,2451395,12158,67273,1005447,3621,28548,7907,1111442,1023,4797,14,22,13,2,68,32,19,28.69,81.76,23.71,1102.95,450.49,545.11,1553.44,18.01,0.00,776.72,450.49,468.50,1227.21,1245.22,-94.62
2451379,64549,2451482,16754,67273,1005447,3621,28548,7907,1111442,1023,4797,10,4,20,2,114,32,6,82.63,122.29,100.27,132.12,601.62,495.78,733.74,12.03,0.00,300.78,601.62,613.65,902.40,914.43,105.84
2451379,64549,2451496,14227,67273,1005447,3621,28548,7907,1111442,1023,4797,43,13,15,5,128,32,22,51.82,123.84,108.97,327.14,2397.34,1140.04,2724.48,95.89,0.00,980.76,2397.34,2493.23,3378.10,3473.99,1257.30
2451379,64549,2451442,3043,67273,1005447,3621,28548,7907,1111442,1023,4797,7,22,3,4,262,32,25,55.48,159.22,156.03,79.75,3900.75,1387.00,3980.50,351.06,0.00,875.50,3900.75,4251.81,4776.25,5127.31,2513.75
2451379,64549,2451471,2078,67273,1005447,3621,28548,7907,1111442,1023,4797,20,14,8,5,202,32,85,86.33,224.45,181.80,3625.25,15453.00,7338.05,19078.25,199.34,8808.21,8775.40,6644.79,6844.13,15420.19,15619.53,-693.26
2451379,64549,2451414,4274,67273,1005447,3621,28548,7907,1111442,1023,4797,43,26,6,3,50,32,40,38.71,99.48,42.77,2268.40,1710.80,1548.40,3979.20,17.10,0.00,1949.60,1710.80,1727.90,3660.40,3677.50,162.40
2451379,64549,2451478,14438,67273,1005447,3621,28548,7907,1111442,1023,4797,1,8,16,2,1,32,81,82.74,226.70,36.27,15424.83,2937.87,6701.94,18362.70,235.02,0.00,7528.14,2937.87,3172.89,10466.01,10701.03,-3764.07
